,Reviews,Rating
621,Good variety of Bagels And coffee Great place for breakfast & lunch,1
622,Great place to drop in on Nice place to dine away from the masses,1
623,Amsterdams most delicious grill room rest Lovely,1
624,Charming restaurant Comfortable cafe where you feel like one o,1
625,My Happy Place Breakfast,1
626,A healthy option Yay for healthy,1
627,Cute place Perfect for brunch,1
628,Pleasant Surprise Just a beer,1
629,Excellent dinning in the city center A joy every time you step into the door,1
630,great family restaurant Efficient service,1
631,Nice location & nice atmosphere carrot cake experience,1
632,A dinner room to return to Truly gourmet vegetarian dining,1
633,Nice Argentinian restaurant Good meat and food but not a great service,1
634,Great food great service Great lunch spot - highly recommend,1
635,October 2017 Nice view and food but,1
636,Wonderful night Amazing Restaurant,1
637,Fantastic Pizza Lovely Pizza Restaurant,1
639,Delicious food and lovely service So glad we tried Semhar,1
640,Extraordinary and Consistent --like coming Hugged by the chef,1
641,Good Italian Nice pasta friendly staff excellent valu,1
642,Quaint bar Great for a view beer and lunch,1
643,Fabulous Just another fabulous dinner,1
644,Neighbourhood Gathering Place Best cheese fondue saté and hamburgers in,1
645,Great Coffee Pit Stop A good find,1
646,Just a stop Good place to end a Saturday night,1
647,Great place to party Great art good food & nice people,1
648,Green pleasure Great salads,1
649,Great Excellent pub grub and beer,1
650,Cosy Rustic Style Cafe Best coffee,1
651,Nice Italian Restaurant Good filletto,1
652,Simply amazing In love with onigiri,1
653,Great atmoshpere and cocktails Best G&T I ever had,1
654,Cosy and Amsterdam Relaxed bar on the Gracht (canal),1
655,A treat for tourists Amazing restaurant,1
656,Awesome Indian Restaurant Great host,1
657,Actual Dutch cuisine but they dont take c Nice restaurant: great service & decent fo,1
658,Good atmosphere Good atmospheric bar,1
659,Very good chinese restaurant Cheap and cheerful,1
660,Highly recommended for anyone Fresh fast tasty,1
661,This is what Adam needs Excellent place,1
662,A hidden gem Best place to have beer and a toke,1
663,Awesome food Australias finest,1
664,Superb beers good food lovely staff - Good food and multiple beers on tap,1
665,Where time stood still Sunday Evening Meal,1
666,Delicious The best meal in Amsterdam,1
667,elaborate cuisine in cosy atmosphere Still great ,1
668,Clean plates attest to the yummy food Unique food and service,1
669,Great food long evening A Banker - always a good bet,1
670,Just a few beers Lunch in Amsterdam,1
671,Great Fondue & Friendly staff gluten free fondue,1
672,Bounty of the seawalk half mile and don Good seafood,1
673,Super good food and fabulous service Great place,1
674,Local bistro type restaurant for a great c Great local spot for dinner or drinks,1
675,Lovely meal Slow but good food,1
676,Nice restaurant for leisurely meal Good food  reasonable prices,1
677,Friendly service good stop for a drink be Love this place,1
678,Good pasta Great Italian food in handy location,1
679,Amazing unbelievably tasty and great atmosphere,1
680,Very good Great value location and service,1
681,Must try in Amsterdam North Great menu and service,1
682,One ball more because of low expectations Very nice Italian Restaurant,1
683,Delicious and interesting shared plates fu Great First Meal in Amsterdam,1
684,Outstanding Worth the trip,1
685,Delicious Please expect me back,1
686,Lovely breakfast in a Really Cosy place Lovely and filling breakfast,1
687,Lovely dishes ambiance very clean Small lunch,1
688,Unexpectedly very very good Very nice,1
689,Awesome place & these waffles 😍 Top gin cocktails,1
690,Wonderful starters Fantastic,1
691,Very nice indeed Good food and friendly service,1
692,Good for an Indian meal Indian food in Amsterdam,1
693,Brunch Saviour Nice food weird atmosphere,1
694,Enjoyable lunch Great food,1
695,Nice dinner in nice atmosphere Wonderful Surprise,1
696,Great Chinese Restaurant Rather expensive for what you get but very,1
697,Great Spot Cozy place to have a nice meal with friend,1
698,Great value late night food great food - great value for your money,1
699,A little Vietnamese gem in the centre of A Good Value,1
700,A wonderful relaxed and easy Lunch Very Nice But Not Exceptional,1
701,Best Doughnuts I’ve ever had Artisan donuts in Amsterdam,1
702,Lucky to be Taken Here Try the venison,1
703,The original taste Great Shockingly terrific Thai,1
704,Great service Great meal but take a long time,1
705,Great Indonesian Food Unexpected find,1
706,Great spot Excellent handcrafted beer,1
707,Breakfast with my girlfriends Lunch with friends,1
708,Short break Excellent place,1
709,Lovely and delicious Shh pistachios hiding on the chocolate,1
710,Very good food Best Indian food in the city,1
711,Last minute burgers Really decent burger,1
712,good food and good service A wonderful food experience,1
714,WOW Good for steak,1
716,Nice diner with friends Super dinner with friends,1
717,HomeMade Italian food Awesome homemade pizzas,1
718,Best pasta in de Pijp What a wonderful raviolis dish,1
719,TOP A great range of great cocktails,1
720,Nice Vietnamese food Just Delicious,1
721,incredible Happy sharing,1
722,The Boatmens Call Another great view,1
723,Bam Siam never disappoints Great people,1
724,Awesome toasts extremely comfortable Wonderful breakfast,1
725,Recommended Highly recommend it,1
726,Nice friendly and tasty Authentic Italian and very friendly experi,1
727,Lovely Best dinner in Amsterdam,1
729,Great location for family dinner Fantastic lamb,1
730,Very good If you like chaotic service th Italian in Amsterdam,1
731,Delicious Indian food Holiday supper,1
732,Enjoyable lunch great food and location,1
733,A number of visits all pretty goid Wonderful,1
734,Just like a pub Great meeting point for drinks,1
735,Recharge Great staff and delicious meals - what mor,1
736,Good breakfast to start the day Quality steak,1
737,Beautiful place Tasty food,1
738,Healthy food - sometimes a bit slow in ser Nice food but slow service,1
739,Nice but pricey Great 5 dishes menu,1
740,Good choice Good for a quick lunch,1
741,Lovely food and staff hidden jam,1
742,Late Lunch and Dinner in Amsterdam delicious paneer tikka,1
743,Would recommend to add to your list of pla You must be crazy if you don\t eat here,1
744,Good burgers and nice place to sit Street food served eigut,1
745,Cozy Brunch Decent place for breakfast,1
746,Good good good Great Food - Service Not so much,1
747,Great food but it could be Amazing Great chicken waffles,1
748,For sure one of the best restaurants in Am Cozy restaurant with delicious food,1
749,Nice surprise Christmas ti e-store over in Amsterdam,1
750,Great authentic meal in bustling location Tasty dishes poor salad,1
751,Crowded for lunch but superb service Lunch,1
752,Drinks and cheese Nice cozy place,1
753,Unexpected very impressive Lunch,1
754,Not tacky like its neighbours Getting stoned at stones,1
755,Nice find Good food,1
756,Excellent food friendly staff Great restaurant,1
757,Sunday out and about Lovely healthy lunch by the canal,1
758,Just nice Authentic Italian close to Westerpark,1
759,light bites Enjoyable meal,1
760,good food good service good value Off the tourist track,1
761,Great burgers Great burgers,1
762,Good option for a chinese bite Amazing peking duck,1
763,Cute and Cozy Acogedor Confortável Herengracht Restaurant & Bar,1
764,Upmarket Japanse Great show the freshest food okay servic,1
765,Good shrimps More Shanghai than Jakarta,1
766,Good food giant portions Beer and Bitterballen,1
767,Good food with fresh product Un buon ristorante italiano allestero,1
768,Vibrant ambiance and good food Great food and location,1
769,Great soups with nice atmosphere I want to come back,1
770,The best Italian restaurant in Amsterdam ITALIAN FOOD AT ITS BEST,1
771,Superb Thai restaurant Yummy Thai of the beaten track,1
772,a food orchestra Not woth buying anything really,1
773,Nice dinner Cool place,1
774,Amazing pizza Great Little Pizza Spot,1
775,Quaint little pub Best little bar in Amsterdam,1
776,Spicy squid with snow Amazing- best Thai food i have ever had,1
777,Well presented tasty oysters Nice seafood in Amsterdam,1
778,Delicious De Zagerij Amsterdam November 2016,1
779,Good coffee Drinks,1
780,THE BEST SANDWICH EVER A nice place to get a nice sandwhich,1
782,Sicilian food in Amsterdam must try Italian taste in Amsterdam,1
783,Steak is great Great place,1
784,Amazing ribs Cozy genuine pub with very good food,1
785,Very good Ethiopian place in Amsterdam Delicious food delivered with warmth gene,1
786,Wonderful Poffertjes Delicious breakfast with something for eve,1
788,Dinner Unbelivably sensational,1
789,Relaxing Super cool spot for fresh coffee and sandw,1
790,Perfect Service like no other,1
791,Super little bar near Waterlooplein Good place for a beer,1
792,Relaxed Cosy and homey place,1
793,Friendly place and nice food Fresh fun fast and cheap,1
794,Like in Thailand Battle of the Two Thai’s – Raan Pad Thai 2,1
795,Great Thai food Excellent thai restaurant,1
796,Great fresh food Authentic & So Fresh,1
797,Great place to go after visiting museums Good indian cuisine,1
798,Best craft beer bar in Amsterdam One of those must visit Old Amsterdam Cafe,1
799,Superb sushi Very good and tasteful,1
800,Cosy eatery/bar with a good vibe Really good Kapsalon :),1
801,Incredible food Nice chilled out bar Nice burguers and terrace,1
802,Good food in simple setting The best value and quality I have ever eno,1
803,Echt Italiaans Superb,1
804,Friday drinks with a great burger Great beer and food,1
805,Interesting experience Nice experience,1
806,Best Indian I ever tasted Decent Indian restaurant and friendly serv,1
807,Relaxed and friendly people offering basic Good food good place to hang around,1
808,Beaaaautiful Fantastic,1
809,Great moment Such a surprise,1
810,Nice place very good shakes Nice place,1
812,A little gem great food and Gezellig (Du Excellent food and atmosphere,1
813,Korean BBQ BBQ fest,1
815,Grilled Cheese Good food decent place,1
816,Great pizzas but closing early Pizza,1
817,Hotel Cafe with limited but tasty menu Deception over alcohol licence,1
818,You must eat here Excellent food Highly recommended,1
819,Great for drink in two or with friends Great food beautiful space odd service,1
820,Great food at the waterfront of Amsterdam Perfect Location for Outside drinks,1
821,Nice and practical Excellent food,1
822,Good and Inexpensive Nice,1
823,€7 a meal Nice,1
824,Good Worthy Chinese-HK Food Really friendly and lively food in basic c,1
826,Tasty Italian bistro Cute Little Italian Deli,1
827,Visit once and youll likely return as a r Great value for money,1
828,Cozy place Typical and cozy,1
829,amazing delicious indian best weve ever Great place to eat,1
830,Typical Amsterdam A good place to chill,1
831,Wonderful Experience  Absolutely the best place to visit in Amst,1
832,Great local cafe with good open sandwiches Great snacks and lunches,1
833,Quick coffee Delicious breakfast,1
