,reviews.text,sentiment
20826,"Great resolution for video. Easily connects to Firestick to throw what you are looking at on your tablet on to the TV. Easy interface. Amazon app store not as good as Google play, but close.",positive
6170,"Good product,fair price, handy quantity for household, great shopping experience. Thanks",positive
12737,"Powerful and quality sound, love the portability. Just don't understand why this one can't read my notifications while the dot can.",positive
7494,Put them in the grand kids toys and they worked.,positive
12759,It is a great addition to my home office. My Alexa is upstairs.,positive
14227,"I was not sure what to expect from this little tablet at such a low price but I am impressed! The 8 inch version is a good size and a lot easier to carry around than my heavier 10 inch tablet. I read negative reviews about the video quality but I have not had any issues and use it to watch Netflix regularly with very clear and uninterrupted quality. The amazon App Store is definitely limited but with an android based system, it is very easy to install the google play store without having to root your device and voiding the warranty.",positive
27084,I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,positive
16796,I like it. It keeps my granddaughter business and great apps too.,positive
16936,Awesome good size large enough for games and photos,positive
2536,Great product - as described.,positive
17120,Got this for my sister as a Christmas present and she loved it.Easy to use and great for books.,positive
12016,Work as good as the national brand,positive
14773,I still have my own Kindle since a few years ago and it still works. I love it and my grandkids both love their kindles.,positive
13708,I am extremely pleased. Fast. Efficient. Reliable.,positive
3251,"so far, so good",positive
1996,Good product. Got it quickly.,positive
23216,Bought this for my 5 yr old grandson. Great buy for the price. He loves his new tablet.,positive
626,"These test full charge while the ones i have been buying are already partially discharged bc u cannot tell how fresh they r, even when they are adv as good for 10 yrs.",positive
26300,"Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong.",positive
18692,"I wish I could just say it is one of my best investment, I love the fact that now I don't have to drag around several of my favorite books I can now have them all in one convenient place the battery life is great my little girl loves that she can play games on it I think it's great I should have gotten more memory though",positive
2218,Great batteries.,positive
16776,"Aiden's is loving his tablet, using educational apps learning his letters and numbers",positive
6624,"they seem to work well, not super impressed but sufficient.",positive
4135,Nothing spectacular. Works as well as competitors but cheaper to buy.,positive
2790,I Received the Item in a Prompt Time and as Described.,positive
20340,Strong amount of features and very fast. Easy to use tablet that my daughter is really enjoying.,positive
